id,nome,squadra,ruolo_classico,ruoli_mantra,is_portiere,giudizio,pct_min,pct_max,pct_display,motivazione,corretto,trappola_assoluta,trappola_nota,occasione_regalo,occasione_nota,quotazione_attuale,fvm,non_in_listone
5116,Martinez Jo.,Inter,P,,True,evita,9.0,11.0,9-11% (54-66cr),"troppo caro, meglio Svilar/Carnesecchi",True,False,,False,,17.0,68.0,False
2764,Martinez L.,Inter,A,Pc,False,evita,,,—,mai 33-34%,False,True,33-34% (198-204cr),False,,35.0,390.0,False
2529,Mkhitaryan,Inter,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,9.0,False
4177,Pavard,Inter,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,14.0,False
2814,Provedel,Inter,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,5.0,False
5982,Spence,Inter,D,E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,11.0,32.0,False
6503,Stankovic A.,Inter,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,7.0,False
2514,Stones,Inter,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,12.0,22.0,False
7070,Sucic P.,Inter,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,20.0,False
4871,Thuram,Inter,A,Pc,False,prendi,24.0,24.0,24% (144cr),titolare indiscusso,False,False,,True,coppia con Esposito F.P.,28.0,260.0,False
152,Zielinski,Inter,C,C,False,evita,,,—,mai 6%,False,False,,False,,12.0,42.0,False
7436,Alajbegovic,Juventus,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,True,">6% (>36cr), Juventus",False,,11.0,42.0,False
2832,Boga,Juventus,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,27.0,False
2788,Bremer,Juventus,D,Dc,False,evita,5.0,6.0,5-6% (30-36cr),"mai 7,4%",False,False,,False,,16.0,60.0,False
6039,Cabal,Juventus,D,B;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
5520,Cambiaso,Juventus,D,Dd;Ds;E,False,evita,,,—,mai,False,True,,False,,8.0,15.0,False
4657,Celik,Juventus,D,B;Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,16.0,False
6884,Conceicao,Juventus,C,W;A,False,evita,,,—,mai 7%,False,False,,False,,13.0,69.0,False
4911,Douglas Luiz,Juventus,C,C,False,evita,,,—,non oltre 10 crediti,False,False,,False,,4.0,15.0,False
6822,Ekhator,Juventus,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,7.0,False
5831,Gatti,Juventus,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,10.0,False
4179,Gonzalez N.,Juventus,C,W;A,False,prendi,2.2,2.2,"2,2% (13cr)",preferito a Conceição,False,False,,True,"2,2% (13cr)",13.0,48.0,False
7603,Grabara,Juventus,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4976,Kalulu,Juventus,D,Dd;Dc,False,prendi,4.0,5.0,4-5% (24-30cr),"certezza, preferito a Bremer",False,False,,False,,14.0,47.0,False
6766,Kelly L.,Juventus,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
5951,Kolo Muani,Juventus,A,Pc,False,solo_sotto,22.0,22.0,22% (132cr),può giocare con Woltemade,False,False,,False,,24.0,143.0,False
5685,Koopmeiners,Juventus,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,20.0,False
827,Locatelli,Juventus,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,25.0,False
6042,Lucumì,Juventus,D,Dc,False,prendi,,,pari a Kelly,preferito a Kelly,False,False,,False,,8.0,17.0,False
4973,McKennie,Juventus,C,C;T,False,prendi,5.0,5.0,5% (30cr),"""regalo di Natale""",False,False,,True,5% (30cr),16.0,70.0,False
2012,Milik,Juventus,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,3.0,False
1930,Pinsoglio,Juventus,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
294,Rugani,Juventus,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,3.0,False
5680,Sarr P.,Juventus,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,25.0,False
5562,Thuram K.,Juventus,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,20.0,False
4964,Vicario,Juventus,P,,True,prendi,9.0,9.0,9% (54cr),meglio di Meret,False,False,,False,,16.0,69.0,False
6752,Woltemade,Juventus,A,A,False,prendi,18.0,18.0,18% (108cr),consigliato con forza,True,False,,False,,23.0,140.0,False
6434,Yildiz,Juventus,A,A,False,solo_sotto,6.0,6.0,6% (36cr),"sceso di prezzo, ma fuori ~3 mesi, non priorità stasera",False,False,,False,,21.0,80.0,False
5761,Zhegrova,Juventus,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,14.0,False
6191,Belahyane,Lazio,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,3.0,False
5500,Cancellieri,Lazio,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,21.0,False
333,Cataldi,Lazio,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
6629,Dele-Bashiru,Lazio,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,13.0,False
6320,Doekhi,Lazio,D,Dc,False,prendi,1.0,1.0,1% (6cr),"(non ""Gila"", che è del Milan)",True,False,,False,,8.0,16.0,False
7131,Floriani Mussolini,Lazio,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
2848,Frattesi,Lazio,C,C;T,False,prendi,6.0,6.4,"6-6,4% (36-38cr)",consigliato con forza,False,False,,True,"6-6,4% (36-38cr)",11.0,120.0,False
5800,Gudmundsson A.,Lazio,C,T;A,False,prendi,4.0,4.0,4% (24cr),"""regalato"" (non è della Fiorentina)",True,False,,False,,13.0,44.0,False
6398,Isaksen,Lazio,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,22.0,False
2263,Lazzari,Lazio,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,5.0,False
6319,Leite,Lazio,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,14.0,False
6482,Mandas,Lazio,P,,True,prendi,3.8,3.8,"3,8% (23cr)",buona opportunità low cost,False,False,,False,,11.0,37.0,False
2188,Marusic,Lazio,D,Dd;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,20.0,False
7337,Motta,Lazio,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6556,Noslin,Lazio,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,8.0,False
327,Patric,Lazio,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4817,Pedraza,Lazio,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,14.0,False
2728,Pellegrini Lu.,Lazio,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,7.0,False
2038,Pinamonti,Lazio,A,Pc,False,prendi,8.0,8.0,8% (48cr),titolare senza vera alternativa,True,False,,False,,12.0,52.0,False
7012,Provstgaard,Lazio,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,13.0,False
7345,Przyborek,Lazio,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,5.0,False
7534,Renzetti,Lazio,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4459,Rovella,Lazio,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,16.0,False
7580,Sutalo J.,Lazio,D,Dc,False,solo_sotto,1.0,1.0,1% (6cr),possibile,False,False,,False,,6.0,19.0,False
5620,Tavares N.,Lazio,D,Ds;E,False,prendi,1.3,1.3,"1,3% (8cr)",fortemente consigliato,False,False,,True,"1,3% (8cr)",7.0,27.0,False
7314,Taylor K.,Lazio,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,13.0,45.0,False
632,Zaccagni,Lazio,C,W;A,False,evita,6.0,7.0,6-7% (36-42cr),mai 8%,False,True,>7% (>42cr),False,,16.0,92.0,False
6015,Berisha M.,Lecce,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
4468,Bleve,Lecce,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5504,Coulibaly L.,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,17.0,False
6826,Dembelè A.,Lecce,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,2.0,False
2134,Falcone,Lecce,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,26.0,False
7602,Fatah,Lecce,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,8.0,False
7319,Fofana Sa.,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4502,Gallo,Lecce,D,Ds;E,False,prendi,0.16666666666666669,0.33333333333333337,1-2cr,"titolare, può portare bonus",False,False,,False,,5.0,12.0,False
7318,Gandelman,Lecce,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
6632,Gaspar K.,Lecce,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
5029,Geubbels,Lecce,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,21.0,False
7248,Gorter,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
5007,Ilic,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,10.0,False
6883,Jean,Lecce,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
6410,Kaba,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,2.0,False
7571,Laerke,Lecce,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5457,Maleh,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,7.0,False
7619,Monteiro J.,Lecce,C,W;A,False,prendi,0.16666666666666669,0.16666666666666669,1cr,"""Montero"" nel video, sconosciuto ai più",True,False,,False,,7.0,21.0,False
7001,N'Dri,Lecce,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
7182,Ndaba,Lecce,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,5.0,False
7322,Ngom,Lecce,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
7557,Penev,Lecce,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6549,Pierotti,Lecce,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,19.0,False
7240,Siebert,Lecce,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
7252,Stulic,Lecce,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,11.0,False
6989,Tiago Gabriel,Lecce,D,Dc,False,prendi,0.16666666666666669,0.33333333333333337,1-2cr,una delle poche certezze,True,False,,False,,8.0,20.0,False
6990,Veiga D.,Lecce,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
6496,Bartesaghi,Milan,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,15.0,False
NA-bobby-malen-leao,Bobby Malen/Leao,Milan,A,,False,ceduto,33.0,40.0,33-40% (198-240cr),"non trovato nel listone Milan 2026-27 — verifica se ceduto — CEDUTO: risulta tra i giocatori ceduti/non più in Serie A 2026/27, non disponibile in asta.",False,False,,False,,,,True
6519,Camarda,Milan,A,Pc,False,solo_sotto,,,—,seconda scelta dopo Ramos G.,False,False,,False,,4.0,20.0,False
4856,Chukwueze,Milan,C,E;W,False,solo_sotto,2.0,2.0,2% (12cr),possibile,False,False,,False,,8.0,20.0,False
6618,Cissè A.,Milan,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,40.0,False
7572,Comotto,Milan,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5739,De Winter,Milan,D,Dd;Dc,False,evita,,,—,evitare,False,False,,False,,5.0,25.0,False
7525,Diawara S.,Milan,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
5273,Estupinan,Milan,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,13.0,False
4401,Gabbia,Milan,D,Dc,False,prendi,4.0,4.0,4% (24cr),"""regalo clamoroso""",False,False,,True,4% (24cr),7.0,14.0,False
5833,Gila,Milan,D,Dc,False,prendi,4.0,4.0,4% (24cr),regalo — non è della Lazio,True,False,,False,,13.0,31.0,False
7618,Hutchinson,Milan,C,W;A,False,prendi,0.6,1.0,"0,6-1% (4-6cr)",titolare potenziale,False,False,,True,1% (6cr),8.0,21.0,False
7203,Jashari,Milan,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,13.0,False
4199,Loftus-Cheek,Milan,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,15.0,False
4312,Maignan,Milan,P,,True,evita,,,—,"TRAPPOLA mai 9,5%",False,True,"9,5% (57cr)",False,,15.0,52.0,False
2606,Modric,Milan,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,12.0,45.0,False
6372,Moreira,Milan,C,E;W,False,prendi,3.0,4.0,3-4% (18-24cr),farà benissimo,False,False,,True,coppia con Saelemaekers,11.0,37.0,False
5295,Musah,Milan,C,C;W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,16.0,False
5022,Pavlovic,Milan,D,Dc,False,evita,,,—,evitare anche a 5%,False,False,,False,,14.0,47.0,False
2423,Pulisic,Milan,C,T;A,False,solo_sotto,8.0,9.0,8-9% (48-54cr),ok se sotto il 9%,False,False,,False,,23.0,140.0,False
2379,Rabiot,Milan,C,C;T,False,evita,7.0,7.0,7% (42cr) (ideale 2% (12cr)),TRAPPOLA mai 9%,False,True,9% (54cr),False,,22.0,142.0,False
6397,Ramos G.,Milan,A,Pc,False,prendi,28.0,28.0,28% (168cr),attaccante senza alternativa,False,False,,True,28% (168cr),27.0,232.0,False
4892,Saelemaekers,Milan,C,E;W,False,prendi,2.0,2.0,2% (12cr),coppia con Moreira,False,False,,True,coppia con Moreira,11.0,32.0,False
2815,Terracciano,Milan,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5812,Terracciano F.,Milan,D,B;Dd;Ds,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
4751,Tomori,Milan,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,8.0,False
6813,Torriani,Milan,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6593,Akinsanmiro,Monza,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,11.0,False
5399,Antov,Monza,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,2.0,False
7476,Bakoune,Monza,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
5838,Birindelli,Monza,D,Dd;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
4925,Carboni A.,Monza,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,9.0,False
5880,Ciurria,Monza,C,E;W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,6.0,False
7477,Colombo L.,Monza,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,4.0,False
5878,Colpani,Monza,C,T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,15.0,False
2155,Cutrone,Monza,A,Pc,False,solo_sotto,0.16666666666666669,0.16666666666666669,1cr,ripiego se Varela troppo caro,False,False,,False,,9.0,20.0,False
7574,Foe Ondoa,Monza,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,2.0,False
6252,Folorunsho,Monza,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,17.0,False
6592,Forson O.,Monza,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,1.0,False
6537,Goglichidze,Monza,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,5.0,False
7238,Kouadio,Monza,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,14.0,False
6659,Lucchesi,Monza,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,11.0,False
7485,Mangas,Monza,D,Ds;E,False,prendi,1.3,1.3,"1,3% (8cr) (fino 3cr)",porta bonus,False,False,,True,coppia con Varela G.,7.0,15.0,False
7604,Maye,Monza,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5882,Mota,Monza,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,8.0,False
7575,Mout,Monza,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,12.0,False
6145,Ngonge,Monza,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,13.0,False
2741,Pessina,Monza,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,15.0,False
7546,Robinson J.,Monza,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,12.0,False
7475,Strajnar,Monza,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4485,Thiam,Monza,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,5.0,False
7301,Tornqvist,Monza,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,10.0,False
7146,Tourè I.,Monza,C,E;M,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,14.0,False
7523,Varela G.,Monza,A,Pc,False,prendi,2.0,2.0,2% (12cr),priorità assoluta,False,False,,True,coppia con Mangas,7.0,36.0,False
7620,Zeballos,Monza,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,17.0,False
7260,Ziolkowski,Monza,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,8.0,False
4664,Badiashile,Napoli,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,18.0,False
6202,Beukema,Napoli,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
2724,Buongiorno,Napoli,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,15.0,False
2845,Contini,Napoli,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
2517,De Bruyne,Napoli,C,T,False,evita,,,—,TRAPPOLA mai 8%,False,True,8% (48cr),False,,17.0,103.0,False
2816,Di Lorenzo,Napoli,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,12.0,37.0,False
NA-diao-dio,Diao/Dio,Napoli,A,,False,da_verificare,3.8,3.8,"3,8% (23cr)","nessuna corrispondenza chiara — verifica tu (forse Santos A. o Lang) — NON TROVATO NEL LISTONE, verifica tu (nome incerto o refuso).",False,False,,False,,,,True
7563,Favasuli,Napoli,D,Dd;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,11.0,False
5131,Gilmour,Napoli,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,10.0,False
7162,Giovane,Napoli,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,3.0,False
6052,Hojlund,Napoli,A,Pc,False,evita,,,—,TRAPPOLA mai 25%,False,True,25% (150cr),False,,29.0,285.0,False
7120,Lang,Napoli,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,14.0,False
4287,Lobotka,Napoli,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,23.0,False
6215,Lucca,Napoli,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
6809,Marianucci,Napoli,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,3.0,False
6638,Marin R.,Napoli,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,8.0,False
4777,McTominay,Napoli,C,C;T,False,prendi,14.0,14.0,14% (84cr),"""il Rabiot di Allegri"" — rientro inizio ottobre",False,False,,True,"14% (84cr), rientro atteso inizio ottobre",26.0,190.0,False
572,Meret,Napoli,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,11.0,49.0,False
2170,Milinkovic-Savic V.,Napoli,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,5.0,False
6831,Neres,Napoli,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,20.0,False
5840,Olivera,Napoli,D,B;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,13.0,False
536,Politano,Napoli,C,W,False,prendi,2.0,2.0,2% (12cr),titolare,False,False,,True,2% (12cr),10.0,40.0,False
4409,Rrahmani,Napoli,D,Dc,False,prendi,5.0,5.0,5% (30cr),Allegri valorizza palle inattive,False,False,,True,5% (30cr),14.0,50.0,False
7351,Santos A.,Napoli,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,14.0,58.0,False
1852,Spinazzola,Napoli,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,24.0,False
7223,Vergara,Napoli,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,34.0,False
4220,Zambo Anguissa,Napoli,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,10.0,35.0,False
6207,Almqvist,Parma,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,11.0,False
6666,Bernabè,Parma,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,31.0,False
7255,Britschgi,Parma,D,Dd;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
6149,Carboni F.,Parma,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,3.0,False
6662,Corvi,Parma,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,10.0,False
7276,Cremaschi,Parma,C,E;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,3.0,False
7411,Daffara,Parma,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,7.0,False
7568,De Martis,Parma,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6664,Delprato,Parma,D,B;Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,21.0,False
7536,Diallo O.,Parma,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
4137,Diego Carlos,Parma,D,Dc,False,prendi,0.16666666666666669,0.16666666666666669,1cr,chiude la difesa,False,False,,True,coppia con Troilo,8.0,23.0,False
7615,Drobnic,Parma,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,1.0,False
7342,Elphege,Parma,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,10.0,False
6206,Fabbian,Parma,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,8.0,False
7213,Frigan,Parma,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,6.0,False
2874,Ghidotti,Parma,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6898,Keita M.,Parma,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,15.0,False
7561,Lontani,Parma,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,17.0,False
7202,Ndiaye,Parma,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,8.0,False
4349,Nicolussi Caviglia,Parma,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,16.0,False
7138,Ordonez C.,Parma,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,10.0,False
7554,Romero D.,Parma,A,Pc,False,prendi,1.0,1.0,1% (6cr),più bonus del Bilal Touré,False,False,,False,,10.0,32.0,False
